lat,lon,label,title,url,color,cid,search_guid,pid
54.28252498529679,9.5796958543968, %26%2310006%3B,"Location: 54.28252498529679,9.5796958543968  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-028926281e2f&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-028926281e2f,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.33043501470321,9.6207534271984, %26%2310006%3B,"Location: 54.33043501470321,9.6207534271984  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-b0d12870d46e&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-b0d12870d46e,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.30648,9.6207534271984, %26%2310006%3B,"Location: 54.30648,9.6207534271984  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-268b8442e0eb&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-268b8442e0eb,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.28252498529679,9.6207534271984, %26%2310006%3B,"Location: 54.28252498529679,9.6207534271984  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-e3249a28567f&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-e3249a28567f,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.35439002940643,9.7849837184048, %26%2310006%3B,"Location: 54.35439002940643,9.7849837184048  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-f480d457c576&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-f480d457c576,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.37834504410964,9.7028685728016, %26%2310006%3B,"Location: 54.37834504410964,9.7028685728016  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-7231ae6d0404&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-7231ae6d0404,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.25856997059357,9.5796958543968, %26%2310006%3B,"Location: 54.25856997059357,9.5796958543968  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-86c6dd42f665&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-86c6dd42f665,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.25856997059357,9.7849837184048, %26%2310006%3B,"Location: 54.25856997059357,9.7849837184048  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-7320b24e6875&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-7320b24e6875,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.23461495589036,9.7028685728016, %26%2310006%3B,"Location: 54.23461495589036,9.7028685728016  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-63866a42a2f7&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-63866a42a2f7,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.37834504410964,9.661811, %26%2310006%3B,"Location: 54.37834504410964,9.661811  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-da2180fbd117&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-da2180fbd117,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.25856997059357,9.7028685728016, %26%2310006%3B,"Location: 54.25856997059357,9.7028685728016  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-4db75f4ade9c&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-4db75f4ade9c,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.37834504410964,9.538638281595201, %26%2310006%3B,"Location: 54.37834504410964,9.538638281595201  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-302ec2fcd9ff&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-302ec2fcd9ff,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.30648,9.7439261456032, %26%2310006%3B,"Location: 54.30648,9.7439261456032  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-b7bec8f2bdaa&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-b7bec8f2bdaa,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.33043501470321,9.5796958543968, %26%2310006%3B,"Location: 54.33043501470321,9.5796958543968  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-03d1b443c951&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-03d1b443c951,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.23461495589036,9.7439261456032, %26%2310006%3B,"Location: 54.23461495589036,9.7439261456032  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-7eeb43cd76f5&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-7eeb43cd76f5,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.30648,9.7028685728016, %26%2310006%3B,"Location: 54.30648,9.7028685728016  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-15c24f2cd744&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-15c24f2cd744,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.35439002940643,9.661811, %26%2310006%3B,"Location: 54.35439002940643,9.661811  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-d1eaa99d91ee&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-d1eaa99d91ee,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.28252498529679,9.7439261456032, %26%2310006%3B,"Location: 54.28252498529679,9.7439261456032  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-017917bc15f3&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-017917bc15f3,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.33043501470321,9.661811, %26%2310006%3B,"Location: 54.33043501470321,9.661811  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-36ca6f427a7f&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-36ca6f427a7f,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.37834504410964,9.6207534271984, %26%2310006%3B,"Location: 54.37834504410964,9.6207534271984  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-b20425946574&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-b20425946574,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.33043501470321,9.7849837184048, %26%2310006%3B,"Location: 54.33043501470321,9.7849837184048  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-28255a8d03e8&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-28255a8d03e8,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.23461495589036,9.661811, %26%2310006%3B,"Location: 54.23461495589036,9.661811  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-f5955b04ac93&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-f5955b04ac93,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.23461495589036,9.6207534271984, %26%2310006%3B,"Location: 54.23461495589036,9.6207534271984  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-febdf69a1b29&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-febdf69a1b29,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.28252498529679,9.661811, %26%2310006%3B,"Location: 54.28252498529679,9.661811  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-1a986a6e72e1&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-1a986a6e72e1,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.30648,9.538638281595201, %26%2310006%3B,"Location: 54.30648,9.538638281595201  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-224ef44d544b&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-224ef44d544b,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.37834504410964,9.7849837184048, %26%2310006%3B,"Location: 54.37834504410964,9.7849837184048  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-fd8a1414fda0&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-fd8a1414fda0,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.30648,9.5796958543968, %26%2310006%3B,"Location: 54.30648,9.5796958543968  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-7a3be8bbd057&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-7a3be8bbd057,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.23461495589036,9.5796958543968, %26%2310006%3B,"Location: 54.23461495589036,9.5796958543968  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-5aa36ca8f166&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-5aa36ca8f166,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.35439002940643,9.5796958543968, %26%2310006%3B,"Location: 54.35439002940643,9.5796958543968  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-c75d4cdef626&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-c75d4cdef626,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.25856997059357,9.538638281595201, %26%2310006%3B,"Location: 54.25856997059357,9.538638281595201  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-ec0150e63a74&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-ec0150e63a74,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.37834504410964,9.5796958543968, %26%2310006%3B,"Location: 54.37834504410964,9.5796958543968  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-02f8d4681413&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-02f8d4681413,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.35439002940643,9.6207534271984, %26%2310006%3B,"Location: 54.35439002940643,9.6207534271984  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-131ffa89e111&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-131ffa89e111,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.30648,9.661811, %26%2310006%3B,"Location: 54.30648,9.661811  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-d120ba5252a1&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-d120ba5252a1,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.33043501470321,9.538638281595201, 3,"Location: 54.33043501470321,9.538638281595201  
 Position: 3 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-54925b8a89cf&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-54925b8a89cf,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.28252498529679,9.7028685728016, %26%2310006%3B,"Location: 54.28252498529679,9.7028685728016  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-fdbde7af3b20&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-fdbde7af3b20,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.30648,9.7849837184048, %26%2310006%3B,"Location: 54.30648,9.7849837184048  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-148c453bc006&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-148c453bc006,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.35439002940643,9.7439261456032, %26%2310006%3B,"Location: 54.35439002940643,9.7439261456032  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-ddea485f09f4&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-ddea485f09f4,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.23461495589036,9.7849837184048, %26%2310006%3B,"Location: 54.23461495589036,9.7849837184048  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-f9436278a8ad&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-f9436278a8ad,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.25856997059357,9.661811, %26%2310006%3B,"Location: 54.25856997059357,9.661811  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-09c3ce83fc01&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-09c3ce83fc01,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.35439002940643,9.538638281595201, %26%2310006%3B,"Location: 54.35439002940643,9.538638281595201  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-2f4cf211bcf9&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-2f4cf211bcf9,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.33043501470321,9.7028685728016, %26%2310006%3B,"Location: 54.33043501470321,9.7028685728016  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-5478cc93daf1&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-5478cc93daf1,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.25856997059357,9.6207534271984, %26%2310006%3B,"Location: 54.25856997059357,9.6207534271984  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-486bdb8ae24c&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-486bdb8ae24c,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.25856997059357,9.7439261456032, %26%2310006%3B,"Location: 54.25856997059357,9.7439261456032  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-d320080c5115&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-d320080c5115,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.35439002940643,9.7028685728016, %26%2310006%3B,"Location: 54.35439002940643,9.7028685728016  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-a0726fd605ea&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-a0726fd605ea,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.33043501470321,9.7439261456032, %26%2310006%3B,"Location: 54.33043501470321,9.7439261456032  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-4191e269a7c8&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-4191e269a7c8,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.37834504410964,9.7439261456032, %26%2310006%3B,"Location: 54.37834504410964,9.7439261456032  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-fd00d4c9cc53&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-fd00d4c9cc53,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.23461495589036,9.538638281595201, %26%2310006%3B,"Location: 54.23461495589036,9.538638281595201  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-0b390a5ee0b4&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-0b390a5ee0b4,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.28252498529679,9.538638281595201, %26%2310006%3B,"Location: 54.28252498529679,9.538638281595201  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-b6ce4028c83c&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-b6ce4028c83c,ChIJR5VOotKls0cRv8Jz51y8HjQ
54.28252498529679,9.7849837184048, %26%2310006%3B,"Location: 54.28252498529679,9.7849837184048  
 Position: 0 
 Click to view results.",/analytics/GetResults?search_guid=08071605-3698-0066-0000-60b0662e06d5&pid=ChIJR5VOotKls0cRv8Jz51y8HjQ,auto,N/A,08071605-3698-0066-0000-60b0662e06d5,ChIJR5VOotKls0cRv8Jz51y8HjQ
